usec
138.708333
138.208333
138.375000
138.166667
138.166667
138.291667
138.166667
138.166667
138.291667
138.166667
138.208333
138.333333
138.208333
138.166667
138.250000
138.166667
138.291667
138.125000
138.208333
138.333333
138.208333
138.166667
138.291667
138.125000
138.291667
138.125000
138.208333
138.333333
138.166667
138.166667
138.291667
138.125000
138.166667
138.291667
138.250000
138.166667
138.291667
138.166667
138.166667
138.250000
138.166667
138.250000
138.208333
138.208333
138.333333
138.166667
138.166667
138.250000
138.125000
138.250000
138.208333
138.208333
138.208333
138.291667
138.166667
138.166667
138.291667
138.166667
138.333333
138.208333
138.166667
138.291667
138.166667
138.166667
138.291667
138.166667
138.208333
138.333333
138.166667
138.291667
138.166667
138.166667
138.291667
138.125000
138.208333
138.333333
138.208333
138.208333
138.166667
138.291667
138.291667
138.125000
138.208333
138.166667
138.291667
138.166667
138.166667
138.250000
138.166667
138.291667
138.208333
138.208333
138.291667
138.166667
138.166667
138.166667
138.166667
138.125000
138.208333
138.291667
