usec
1224259.041667
440.416667
865625.916667
203.458333
203.583333
203.458333
203.416667
203.583333
203.416667
203.583333
203.500000
203.666667
203.833333
203.791667
203.666667
203.458333
203.666667
203.458333
203.708333
203.583333
203.583333
203.583333
203.416667
203.666667
203.583333
203.708333
203.583333
203.291667
203.583333
203.833333
203.791667
203.541667
203.708333
203.583333
203.833333
203.541667
203.750000
203.583333
203.583333
203.791667
203.583333
203.833333
203.583333
203.458333
203.583333
203.458333
203.833333
203.541667
203.416667
203.541667
203.375000
203.583333
203.458333
203.666667
203.666667
203.458333
203.541667
203.416667
203.708333
203.583333
203.583333
203.583333
203.458333
203.708333
203.541667
203.708333
203.500000
203.833333
203.416667
203.708333
203.708333
203.583333
203.750000
203.541667
203.708333
203.541667
203.833333
203.541667
203.583333
203.791667
203.583333
203.875000
203.583333
203.833333
203.541667
203.416667
203.708333
203.541667
203.416667
203.541667
203.375000
203.583333
203.708333
203.666667
203.583333
203.458333
203.541667
203.416667
203.583333
203.458333
203.666667
203.833333
203.583333
203.333333
203.583333
203.833333
203.666667
203.416667
203.625000
203.458333
203.416667
203.583333
203.458333
203.583333
203.458333
203.625000
203.541667
203.708333
203.625000
203.416667
203.708333
203.458333
203.666667
203.625000
203.708333
203.416667
203.500000
203.625000
203.500000
203.666667
203.541667
203.708333
203.583333
203.791667
203.708333
203.458333
203.833333
203.583333
203.708333
203.583333
203.833333
203.583333
203.541667
203.291667
203.583333
203.833333
203.541667
203.416667
203.541667
203.375000
203.291667
203.625000
203.416667
203.541667
203.458333
203.541667
203.416667
203.583333
203.583333
203.416667
203.583333
203.458333
203.666667
203.458333
203.625000
203.583333
203.500000
203.583333
203.458333
203.666667
203.541667
203.750000
203.541667
203.708333
203.708333
203.458333
203.708333
203.583333
203.791667
203.625000
203.750000
203.500000
203.583333
203.708333
203.583333
203.291667
203.583333
203.833333
203.458333
203.708333
203.791667
203.583333
203.791667
203.541667
203.458333
203.541667
203.416667
203.583333
203.541667
203.458333
203.583333
203.458333
203.583333
203.458333
203.583333
203.500000
203.875000
203.583333
203.416667
203.708333
203.416667
203.625000
203.541667
203.708333
203.583333
203.458333
203.666667
203.583333
203.791667
203.583333
203.708333
203.416667
203.458333
203.708333
203.500000
203.833333
203.541667
203.666667
203.583333
203.833333
203.750000
203.458333
203.791667
203.541667
203.708333
203.625000
203.875000
203.583333
203.541667
203.333333
203.625000
203.875000
203.541667
203.416667
203.541667
203.333333
203.416667
203.625000
203.833333
203.541667
203.416667
203.541667
203.416667
203.583333
203.541667
203.458333
203.541667
203.458333
203.666667
203.541667
203.708333
203.458333
203.458333
203.583333
203.458333
203.666667
203.541667
203.708333
203.541667
203.708333
203.750000
203.500000
203.666667
203.541667
203.291667
203.541667
203.833333
203.458333
203.583333
203.708333
203.583333
203.416667
203.583333
203.416667
203.541667
203.333333
203.291667
203.583333
203.791667
203.541667
203.833333
203.583333
203.416667
203.541667
203.583333
203.833333
203.583333
203.333333
203.541667
203.416667
203.625000
203.458333
203.833333
203.583333
203.416667
203.666667
203.541667
203.708333
203.541667
203.708333
203.625000
203.416667
203.708333
203.541667
203.791667
203.625000
203.750000
203.416667
203.458333
203.708333
203.458333
203.791667
203.541667
203.791667
203.500000
203.666667
203.750000
203.625000
203.833333
203.583333
203.833333
203.625000
203.291667
203.583333
203.583333
203.833333
203.541667
203.833333
203.666667
203.458333
203.666667
203.500000
203.791667
203.583333
203.833333
203.708333
203.458333
203.583333
203.541667
203.708333
203.541667
203.875000
203.666667
203.458333
203.666667
203.541667
203.625000
203.541667
203.500000
203.708333
203.458333
203.666667
203.583333
203.750000
203.583333
203.583333
203.666667
203.458333
203.708333
203.583333
203.416667
203.541667
203.708333
203.625000
203.458333
203.708333
203.583333
203.708333
203.541667
203.333333
203.541667
203.500000
203.791667
203.583333
203.791667
203.541667
203.458333
203.666667
203.833333
203.708333
203.541667
203.291667
203.583333
203.833333
203.666667
203.416667
203.583333
203.458333
203.833333
203.583333
203.458333
203.583333
203.458333
203.750000
203.541667
203.708333
203.583333
203.500000
203.583333
203.458333
203.791667
203.583333
203.708333
203.458333
203.541667
203.708333
203.541667
203.791667
203.541667
203.833333
203.458333
203.666667
203.708333
203.583333
203.791667
203.541667
203.833333
203.583333
203.333333
203.583333
203.583333
203.833333
203.583333
203.833333
203.666667
203.416667
203.625000
203.458333
203.291667
203.625000
203.416667
203.666667
203.458333
203.625000
203.541667
203.708333
203.541667
203.875000
203.708333
203.458333
203.666667
203.583333
203.583333
203.541667
203.458333
203.708333
203.500000
203.666667
203.541667
